,0
756,1.863
757,1.845
758,1.83
759,1.816
760,1.805
761,1.783
762,1.776
763,1.74
764,1.711
765,1.696
766,1.7
767,1.74
768,1.743
769,1.761
770,1.779
771,1.787
772,1.798
773,1.819
774,1.841
775,1.863
776,1.866
777,1.881
778,1.884
779,1.881
780,1.874
781,1.877
782,1.87
783,1.87
784,1.899
785,1.917
786,1.942
787,1.953
788,1.939
789,1.917
790,1.866
791,1.837
792,1.83
793,1.805
794,1.816
795,1.826
796,1.826
797,1.816
798,1.787
799,1.758
800,1.743
801,1.729
802,1.747
803,1.769
804,1.779
805,1.816
806,1.826
807,1.837
808,1.848
809,1.859
810,1.87
811,1.881
812,1.866
813,1.83
814,1.754
815,1.646
816,1.544
817,1.468
818,1.505
819,1.519
820,1.454
821,1.501
822,1.541
823,1.852
824,2.268
825,2.459
826,2.38
827,2.402
828,2.593
829,2.423
830,1.66
831,1.103
832,1.233
833,2.011
834,2.76
835,2.763
836,2.383
837,1.801
838,1.602
839,1.682
840,1.736
841,1.635
842,1.523
843,1.436
844,1.317
845,1.168
846,1.262
847,1.342
848,1.411
849,1.461
850,1.512
851,1.555
852,1.664
853,1.996
854,2.185
855,2.311
856,2.405
857,2.456
858,2.474
859,2.416
860,2.326
861,2.232
862,2.134
863,2.04
864,1.931
865,1.826
866,1.736
867,1.66
868,1.595
869,1.555
870,1.53
871,1.512
872,1.497
873,1.501
874,1.537
875,1.584
876,1.613
877,1.646
878,1.66
879,1.667
880,1.671
881,1.685
882,1.732
883,1.787
884,1.855
885,1.917
886,1.935
887,1.989
888,2.004
889,1.996
890,2.007
891,1.982
892,1.953
893,1.946
894,1.928
895,1.91
896,1.888
897,1.874
898,1.881
899,1.888
900,1.866
901,1.852
902,1.808
903,1.79
904,1.772
905,1.751
906,1.729
907,1.711
908,1.696
909,1.689
910,1.693
911,1.693
912,1.7
913,1.722
914,1.754
915,1.808
916,1.837
917,1.881
918,1.902
919,1.913
920,1.906
921,1.888
922,1.884
923,1.881
924,1.855
925,1.808
926,1.787
927,1.776
928,1.736
929,1.638
930,1.678
931,1.978
932,2.192
933,2.17
934,2.098
935,2.058
936,1.989
937,1.906
938,1.866
939,1.855
940,1.816
941,1.776
942,1.747
943,1.714
944,1.675
945,1.642
946,1.62
947,1.609
948,1.617
949,1.66
950,1.729
951,1.751
952,1.787
953,1.808
954,1.826
955,1.823
956,1.83
957,1.834
958,1.848
959,1.877
960,1.902
961,1.931
962,1.935
963,1.939
964,1.931
965,1.939
966,1.939
967,1.917
968,1.881
969,1.841
970,1.83
971,1.845
972,1.823
973,1.776
974,1.747
975,1.714
976,1.704
977,1.736
978,1.765
979,1.787
980,1.823
981,1.852
982,1.87
983,1.855
984,1.826
985,1.823
986,1.826
987,1.841
988,1.859
989,1.859
990,1.855
991,1.863
992,1.855
993,1.837
994,1.834
995,1.841
996,1.855
997,1.87
998,1.834
999,1.798
1000,1.776
1001,1.761
1002,1.761
1003,1.772
1004,1.805
1005,1.805
1006,1.812
1007,1.801
1008,1.787
1009,1.794
1010,1.823
1011,1.855
1012,1.859
1013,1.859
1014,1.845
1015,1.837
1016,1.834
1017,1.83
1018,1.841
1019,1.845
1020,1.859
1021,1.859
1022,1.837
1023,1.808
1024,1.798
1025,1.783
1026,1.79
1027,1.798
1028,1.826
1029,1.841
1030,1.826
1031,1.779
1032,1.772
1033,1.779
1034,1.794
1035,1.816
1036,1.852
1037,1.881
1038,1.924
1039,1.968
1040,1.986
1041,1.971
1042,1.924
1043,1.866
1044,1.798
1045,1.751
1046,1.722
1047,1.714
1048,1.729
1049,1.751
1050,1.769
1051,1.783
1052,1.816
1053,1.852
1054,1.877
1055,1.877
1056,1.888
1057,1.906
1058,1.888
1059,1.845
1060,1.783
1061,1.732
1062,1.732
1063,1.729
1064,1.714
1065,1.736
1066,1.772
1067,1.819
1068,1.855
1069,1.899
1070,1.91
1071,1.942
1072,1.917
1073,1.888
1074,1.888
1075,1.895
1076,1.906
1077,1.921
1078,1.863
1079,1.826
1080,1.772
1081,1.501
1082,1.273
1083,1.335
1084,1.403
1085,1.461
1086,1.566
1087,2.376
1088,2.763
1089,2.763
1090,2.651
1091,2.228
1092,2.0
1093,1.805
1094,1.617
1095,1.28
1096,1.06
1097,1.168
1098,1.483
1099,2.311
1100,2.662
1101,2.59
1102,2.217
1103,1.859
1104,1.678
1105,1.552
1106,1.345
1107,1.11
1108,1.186
1109,1.28
1110,1.353
1111,1.418
1112,1.476
1113,1.515
1114,1.555
1115,1.591
1116,1.779
1117,1.964
1118,2.062
1119,2.127
1120,2.213
1121,2.308
1122,2.358
1123,2.365
1124,2.318
1125,2.275
1126,2.279
1127,2.275
1128,2.224
1129,2.134
1130,1.978
1131,1.808
1132,1.7
1133,1.628
1134,1.599
1135,1.599
1136,1.606
1137,1.599
1138,1.591
1139,1.573
1140,1.541
1141,1.53
1142,1.544
1143,1.559
1144,1.588
1145,1.606
1146,1.649
1147,1.714
1148,1.754
1149,1.801
1150,1.841
1151,1.877
1152,1.921
1153,1.982
1154,1.971
1155,1.975
1156,1.975
1157,1.939
1158,1.884
1159,1.83
1160,1.794
1161,1.794
1162,1.794
1163,1.79
1164,1.805
1165,1.805
1166,1.798
1167,1.798
1168,1.819
1169,1.859
1170,1.913
1171,1.931
1172,1.913
1173,1.884
1174,1.841
1175,1.801
1176,1.79
1177,1.808
1178,1.845
1179,1.877
1180,1.874
1181,1.805
1182,1.823
1183,1.877
1184,1.939
1185,1.942
1186,1.884
1187,1.79
1188,1.725
1189,1.649
1190,1.624
1191,1.559
1192,1.617
1193,1.917
1194,2.101
1195,2.036
1196,1.978
1197,2.033
1198,2.069
1199,2.018
1200,1.906
1201,1.798
1202,1.74
1203,1.74
1204,1.711
1205,1.667
1206,1.646
1207,1.657
1208,1.678
1209,1.714
1210,1.747
1211,1.787
1212,1.83
1213,1.855
1214,1.852
1215,1.834
1216,1.83
1217,1.852
1218,1.877
1219,1.892
1220,1.902
1221,1.892
1222,1.906
1223,1.906
1224,1.877
1225,1.837
1226,1.776
1227,1.732
1228,1.74
1229,1.747
1230,1.761
1231,1.805
1232,1.812
1233,1.808
1234,1.808
1235,1.801
1236,1.787
1237,1.787
1238,1.816
1239,1.845
1240,1.874
1241,1.892
1242,1.892
1243,1.884
1244,1.888
1245,1.874
1246,1.859
1247,1.834
1248,1.83
1249,1.834
1250,1.845
1251,1.866
1252,1.877
1253,1.888
1254,1.874
1255,1.866
1256,1.845
1257,1.83
1258,1.823
1259,1.826
1260,1.834
1261,1.826
1262,1.816
1263,1.834
1264,1.845
1265,1.855
1266,1.87
1267,1.899
1268,1.906
1269,1.91
1270,1.895
1271,1.834
1272,1.772
1273,1.711
1274,1.678
1275,1.646
1276,1.66
1277,1.671
