,0
0,478.0
1,478.0
2,479.0
3,478.0
4,478.0
5,478.0
6,478.0
7,478.0
8,478.0
9,478.0
10,478.0
11,478.0
12,478.0
13,478.0
14,478.0
15,477.0
16,477.0
17,477.0
18,477.0
19,477.0
20,477.0
21,477.0
22,477.0
23,476.0
24,476.0
25,476.0
26,476.0
27,476.0
28,476.0
29,476.0
30,476.0
31,475.0
32,475.0
33,475.0
34,475.0
35,475.0
36,474.0
37,474.0
38,474.0
39,474.0
40,474.0
41,474.0
42,474.0
43,473.0
44,473.0
45,473.0
46,473.0
47,473.0
48,473.0
49,473.0
50,472.0
51,472.0
52,472.0
53,472.0
54,472.0
55,472.0
56,471.0
57,471.0
58,471.0
59,471.0
60,471.0
61,471.0
62,470.0
63,470.0
64,470.0
65,470.0
66,470.0
67,470.0
68,470.0
69,470.0
70,469.0
71,469.0
72,469.0
73,469.0
74,469.0
75,469.0
76,469.0
77,468.0
78,468.0
79,468.0
80,468.0
81,468.0
82,468.0
83,468.0
84,468.0
85,467.0
86,467.0
87,467.0
88,467.0
89,467.0
90,467.0
91,467.0
92,467.0
93,466.0
94,466.0
95,466.0
96,466.0
97,466.0
98,466.0
99,466.0
