,0
0,0.7089
1,0.7089
2,0.7089
3,0.7089
4,0.7089
5,0.7089
6,0.7089
7,0.7089
8,0.7089
9,0.7017
10,0.7089
11,0.7089
12,0.7089
13,0.7089
14,0.7089
15,0.7089
16,0.7089
17,0.7089
18,0.7089
19,0.7089
20,0.7053
21,0.7089
22,0.7089
23,0.7089
24,0.7089
25,0.7089
26,0.7089
27,0.7089
28,0.7089
29,0.7089
30,0.7089
31,0.7017
32,0.7089
33,0.7089
34,0.7089
35,0.7089
36,0.7089
37,0.7089
38,0.7089
39,0.7089
40,0.7089
41,0.7089
42,0.7017
43,0.7089
44,0.7089
45,0.7089
46,0.7089
47,0.7053
48,0.7089
49,0.7089
50,0.7089
51,0.7089
52,0.7017
53,0.7089
54,0.7089
55,0.7053
56,0.7089
57,0.7089
58,0.7089
59,0.7089
60,0.7089
61,0.7089
62,0.7053
63,0.698
64,0.7053
65,0.7089
66,0.7089
67,0.7089
68,0.7089
69,0.7089
70,0.7089
71,0.7089
72,0.7089
73,0.7089
74,0.7017
75,0.7089
76,0.7089
77,0.7089
78,0.7089
79,0.7089
80,0.7053
81,0.7089
82,0.7089
83,0.7089
84,0.7089
85,0.7017
86,0.7089
87,0.7089
88,0.7089
89,0.7089
90,0.7089
91,0.7089
92,0.7053
93,0.7089
94,0.7053
95,0.7089
96,0.7017
97,0.7089
98,0.7089
99,0.7089
100,0.7089
101,0.7089
102,0.7089
103,0.7089
104,0.7089
105,0.7089
106,0.7053
107,0.7017
108,0.7089
109,0.7089
110,0.7089
111,0.7089
112,0.7089
113,0.7089
114,0.7089
115,0.7089
116,0.7089
117,0.7017
118,0.7089
119,0.7089
120,0.7089
121,0.7089
122,0.7089
123,0.7089
124,0.7053
125,0.7089
126,0.7089
127,0.7089
128,0.698
129,0.7089
130,0.7089
131,0.7089
132,0.7089
133,0.7089
134,0.7089
135,0.7089
136,0.7053
137,0.7089
138,0.7089
139,0.7053
140,0.7089
141,0.7089
142,0.7089
143,0.7089
144,0.7089
145,0.7089
146,0.7089
147,0.7089
148,0.7089
149,0.7053
150,0.7053
151,0.7089
152,0.7089
153,0.7089
154,0.7089
155,0.7089
156,0.7089
157,0.7089
158,0.7089
159,0.7089
160,0.7089
161,0.7017
162,0.7089
163,0.7089
164,0.7089
165,0.7089
166,0.7089
167,0.7089
168,0.7053
169,0.7089
170,0.7089
171,0.698
172,0.7017
173,0.7089
174,0.7089
175,0.7089
176,0.7089
177,0.7089
178,0.7089
179,0.7089
180,0.7089
181,0.7089
182,0.7017
183,0.7053
184,0.7089
185,0.7089
186,0.7089
187,0.7053
188,0.7089
189,0.7089
190,0.7089
191,0.7089
192,0.7089
193,0.7017
194,0.7089
195,0.7089
196,0.7089
197,0.7089
198,0.7089
199,0.7089
200,0.7089
201,0.7089
202,0.7089
203,0.7089
204,0.7017
205,0.7089
206,0.7089
207,0.7089
208,0.7089
209,0.7089
210,0.7089
211,0.7089
212,0.7089
213,0.7089
214,0.7053
215,0.7017
216,0.7089
217,0.7089
218,0.7089
219,0.7089
220,0.7089
221,0.7089
222,0.7089
223,0.7089
224,0.7089
225,0.7089
226,0.7017
227,0.7089
228,0.7089
229,0.7089
230,0.7089
231,0.7089
232,0.7089
233,0.7089
234,0.7089
235,0.7089
236,0.7017
237,0.7017
238,0.7089
239,0.7089
240,0.7089
241,0.7089
242,0.7089
243,0.7089
244,0.7089
245,0.7089
246,0.7089
247,0.7017
248,0.7089
249,0.7089
250,0.7089
251,0.7089
252,0.7089
253,0.7053
254,0.7089
255,0.7089
256,0.7089
257,0.7089
258,0.7017
259,0.7089
260,0.7089
261,0.7089
262,0.7089
263,0.7053
264,0.7089
265,0.7089
266,0.7089
267,0.7053
268,0.7089
269,0.7017
270,0.7089
271,0.7089
272,0.7089
273,0.7089
274,0.7089
275,0.7089
276,0.7089
277,0.7089
278,0.7089
279,0.7089
280,0.7017
281,0.7089
282,0.7089
283,0.7089
284,0.7089
285,0.7089
286,0.7089
287,0.7089
288,0.7089
289,0.7089
290,0.7017
291,0.7017
292,0.7089
293,0.7089
294,0.7089
295,0.7089
296,0.7089
297,0.7089
