,0
671,0.4485
672,0.4449
673,0.4485
674,0.4485
675,0.4521
676,0.4485
677,0.4485
678,0.4485
679,0.4413
680,0.4413
681,0.4485
682,0.4485
683,0.4449
684,0.4376
685,0.4449
686,0.4449
687,0.4485
688,0.4413
689,0.4449
690,0.4557
691,0.4666
692,0.4449
693,0.4413
694,0.4485
695,0.4485
696,0.4449
697,0.4449
698,0.4413
699,0.4376
700,0.4485
701,0.4413
702,0.4485
703,0.4485
704,0.4413
705,0.4413
706,0.4413
707,0.4449
708,0.4413
709,0.4449
710,0.4376
711,0.4449
712,0.4557
713,0.4449
714,0.4521
715,0.4413
716,0.4413
717,0.4376
718,0.4449
719,0.4376
720,0.4413
721,0.4485
722,0.4485
723,0.4376
724,0.4449
725,0.4449
726,0.4449
727,0.4413
728,0.4521
729,0.4485
730,0.4413
731,0.4449
732,0.4376
733,0.4376
734,0.4521
735,0.4376
736,0.4376
737,0.4413
738,0.4449
739,0.4413
740,0.4413
741,0.4485
742,0.4413
743,0.4449
744,0.4413
745,0.4376
746,0.4449
747,0.4413
748,0.4413
749,0.4413
750,0.4449
751,0.4376
752,0.4376
753,0.4413
754,0.4376
755,0.4485
756,0.4485
757,0.4413
758,0.4413
759,0.4413
760,0.4449
761,0.4376
762,0.4413
763,0.4449
764,0.4449
765,0.4376
766,0.434
767,0.4376
768,0.4376
769,0.4376
770,0.4413
771,0.4449
772,0.4413
773,0.4376
774,0.4449
775,0.4449
776,0.4413
777,0.4485
778,0.4449
779,0.4413
780,0.4449
781,0.434
782,0.4413
783,0.4376
784,0.4449
785,0.4449
786,0.4376
787,0.4413
788,0.434
789,0.4449
790,0.4413
791,0.4449
792,0.4376
793,0.434
794,0.4413
795,0.4413
796,0.4376
797,0.4413
798,0.4521
799,0.4376
800,0.4376
801,0.434
802,0.4413
803,0.4449
804,0.4449
805,0.4304
806,0.434
807,0.4376
808,0.4376
809,0.4268
810,0.4449
811,0.4376
812,0.4376
813,0.4376
814,0.4449
815,0.4413
816,0.4413
817,0.4376
818,0.4376
819,0.4413
820,0.4268
821,0.434
822,0.4449
823,0.4376
824,0.4413
825,0.4413
826,0.4413
827,0.434
828,0.4304
829,0.434
830,0.4413
831,0.4268
832,0.4413
833,0.4376
834,0.434
835,0.4304
836,0.4376
837,0.434
838,0.4376
839,0.4449
840,0.4413
841,0.4376
842,0.4521
843,0.4413
844,0.4304
845,0.4376
846,0.4376
847,0.434
848,0.4304
849,0.4304
850,0.4376
851,0.4304
852,0.4268
853,0.434
854,0.4413
855,0.4376
856,0.434
857,0.4413
858,0.4376
859,0.4413
860,0.4304
861,0.434
862,0.434
863,0.4304
864,0.4376
865,0.434
866,0.4304
867,0.4413
868,0.4413
869,0.4376
870,0.4413
871,0.4304
872,0.4413
873,0.4304
874,0.4304
875,0.4304
876,0.4304
877,0.4413
878,0.4413
879,0.4304
880,0.4376
881,0.4376
882,0.4304
883,0.434
884,0.434
885,0.4485
886,0.4376
887,0.4413
888,0.434
889,0.4413
890,0.4413
891,0.4304
892,0.4304
893,0.4304
894,0.4376
895,0.4304
896,0.4232
897,0.4376
898,0.4304
899,0.4413
900,0.4304
901,0.4376
902,0.4376
903,0.4304
904,0.434
905,0.434
906,0.4376
907,0.4376
908,0.4376
909,0.4304
910,0.4304
911,0.4304
912,0.4304
913,0.434
914,0.4304
915,0.4304
916,0.4413
917,0.4376
918,0.4376
919,0.4304
920,0.434
921,0.4304
922,0.4376
923,0.4376
924,0.4413
925,0.434
926,0.4304
927,0.4376
928,0.4159
929,0.4376
930,0.4304
931,0.4268
932,0.434
933,0.4268
934,0.4304
935,0.4376
936,0.4413
937,0.4304
938,0.4304
939,0.4376
940,0.434
941,0.434
942,0.4268
943,0.434
944,0.4376
945,0.434
946,0.4376
947,0.4268
948,0.434
949,0.4304
950,0.4485
951,0.4376
952,0.4304
953,0.4376
954,0.434
955,0.4376
956,0.434
957,0.434
958,0.434
959,0.4232
960,0.4268
961,0.4376
962,0.4304
963,0.4304
964,0.4304
965,0.4376
966,0.4304
967,0.434
968,0.4376
969,0.4304
970,0.4304
971,0.4521
972,0.4304
973,0.4376
974,0.434
975,0.4304
976,0.4376
977,0.4376
978,0.4304
979,0.4376
980,0.434
981,0.4268
982,0.4232
983,0.434
984,0.434
985,0.4304
986,0.4304
987,0.434
988,0.4304
989,0.4232
990,0.434
991,0.434
992,0.4304
993,0.4268
994,0.4376
995,0.4304
996,0.4268
997,0.4268
998,0.4232
999,0.4268
1000,0.434
1001,0.4268
1002,0.434
1003,0.4268
1004,0.4232
1005,0.4232
1006,0.434
1007,0.4304
1008,0.4304
1009,0.434
1010,0.4304
1011,0.4232
1012,0.4304
1013,0.4304
1014,0.4268
1015,0.4304
1016,0.4304
1017,0.434
1018,0.4304
1019,0.4304
1020,0.4232
1021,0.4232
1022,0.4304
1023,0.4268
1024,0.434
1025,0.4232
1026,0.4159
1027,0.4268
1028,0.4304
1029,0.4232
1030,0.4232
1031,0.4304
1032,0.4268
1033,0.4268
1034,0.4268
1035,0.4304
1036,0.4485
1037,0.434
1038,0.4304
1039,0.4268
1040,0.434
1041,0.4268
1042,0.4268
1043,0.434
1044,0.4268
1045,0.4232
1046,0.4232
1047,0.4376
1048,0.4268
1049,0.4268
1050,0.4232
1051,0.4232
1052,0.4268
1053,0.4304
1054,0.434
1055,0.4304
1056,0.4304
1057,0.434
1058,0.4268
1059,0.4232
1060,0.4304
1061,0.4232
1062,0.4268
1063,0.4268
1064,0.4268
1065,0.4232
1066,0.4304
1067,0.434
1068,0.4304
1069,0.4376
1070,0.4232
1071,0.4232
1072,0.4232
1073,0.4304
1074,0.4232
1075,0.4232
1076,0.4232
1077,0.4232
1078,0.4304
1079,0.4268
1080,0.4232
1081,0.4304
1082,0.4304
1083,0.4268
1084,0.4304
1085,0.4304
1086,0.4232
1087,0.4304
1088,0.4196
1089,0.4232
1090,0.4268
1091,0.4268
1092,0.434
1093,0.4232
1094,0.4232
1095,0.4196
1096,0.4268
1097,0.4232
1098,0.4268
1099,0.4268
1100,0.4304
1101,0.4376
1102,0.4232
1103,0.4268
1104,0.4232
1105,0.4268
1106,0.4232
1107,0.4268
